epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
121,1.133,0.476,0.017274575140626334,65.80,88.31,0:03:14.447163,0:00:19.270756,yes,no
122,1.145,0.472,0.016902064545046273,65.51,89.17,0:03:14.491614,0:00:19.293641,yes,no
123,1.166,0.436,0.016531551993867726,64.55,90.02,0:03:14.705629,0:00:19.295117,yes,no
124,1.133,0.484,0.016163128905518586,65.67,88.41,0:03:14.960523,0:00:19.284163,yes,no
125,1.154,0.457,0.015796886182883066,65.04,89.97,0:03:15.070656,0:00:19.296688,yes,no
126,1.137,0.432,0.015432914190872771,65.50,89.76,0:03:14.944094,0:00:19.280390,yes,no
127,1.121,0.437,0.01507130273413049,66.18,90.51,0:03:14.786271,0:00:19.356690,yes,no
128,1.120,0.465,0.01471214103487229,66.30,90.38,0:03:14.683378,0:00:19.297998,yes,no
129,1.131,0.464,0.014355517710873194,65.88,89.12,0:03:14.584959,0:00:19.275947,yes,no
130,1.116,0.502,0.01400152075360213,66.55,87.32,0:03:14.672731,0:00:19.292679,yes,no
131,1.125,0.420,0.01365023750651134,65.87,90.52,0:03:14.719826,0:00:19.451585,yes,no
132,1.101,0.433,0.013301754643485679,66.84,91.11,0:03:14.880221,0:00:19.446901,yes,no
133,1.105,0.481,0.012956158147457122,66.60,89.35,0:03:14.731602,0:00:19.300978,yes,no
134,1.108,0.415,0.012613533289189816,66.61,90.68,0:03:14.788443,0:00:19.288410,yes,no
135,1.099,0.444,0.012273964606240723,66.98,90.11,0:03:14.639418,0:00:19.269656,yes,no
136,1.085,0.430,0.011937535882101285,67.43,90.90,0:03:14.449503,0:00:19.275261,yes,no
137,1.098,0.439,0.011604330125525083,66.80,90.31,0:03:14.554111,0:00:19.294739,yes,no
138,1.109,0.402,0.011274429550046707,66.19,91.55,0:03:14.713295,0:00:19.448865,yes,no
139,1.102,0.393,0.010947915553696737,66.65,91.45,0:03:14.705034,0:00:19.292795,yes,no
140,1.096,0.421,0.01062486869891804,67.19,90.63,0:03:14.738868,0:00:19.292224,yes,no
141,1.078,0.395,0.01030536869268818,67.72,90.87,0:03:14.986890,0:00:19.274143,yes,no
142,1.060,0.391,0.009989494366852907,68.22,90.50,0:03:14.840455,0:00:19.310035,yes,no
143,1.082,0.372,0.00967732365867559,67.30,92.21,0:03:14.839080,0:00:19.441437,yes,no
144,1.064,0.377,0.009368933591607374,68.24,92.02,0:03:14.567615,0:00:19.278001,yes,no
145,1.083,0.429,0.00906440025628276,67.24,91.76,0:03:14.397190,0:00:19.278252,yes,no
