epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used
144,1.061,0.410,0.009368933591607374,68.17,92.19,0:02:33.687236,0:00:09.984385,yes
145,1.058,0.382,0.00906440025628276,68.23,92.61,0:02:33.640436,0:00:10.296528,yes
146,1.063,0.371,0.008763798791745414,67.92,92.67,0:02:33.271172,0:00:10.390638,yes
147,1.039,0.366,0.00846720336690871,68.68,92.44,0:02:32.824327,0:00:09.970158,yes
148,1.047,0.337,0.008174687162255667,68.56,92.56,0:02:33.534085,0:00:09.983298,yes
149,1.042,0.379,0.007886322351782785,69.07,93.19,0:02:33.588856,0:00:10.545222,yes
150,1.017,0.334,0.007602180085192145,69.73,92.32,0:02:33.405972,0:00:09.668361,yes
151,1.033,0.363,0.007322330470336316,69.04,92.31,0:02:33.552654,0:00:09.399933,yes
152,1.040,0.371,0.007046842555920285,68.75,92.96,0:02:33.396801,0:00:09.766189,yes
153,1.037,0.334,0.006775784314464719,68.92,92.95,0:02:33.562618,0:00:10.231096,yes
154,1.004,0.360,0.006509222625534758,70.03,93.27,0:02:33.277666,0:00:10.272227,yes
155,1.010,0.345,0.006247223259238513,69.64,93.22,0:02:33.300337,0:00:09.990261,yes
156,1.016,0.349,0.0059898508599992295,69.40,93.29,0:02:33.352592,0:00:10.544552,yes
157,1.019,0.352,0.005737168930605274,69.30,93.53,0:02:33.112825,0:00:10.261002,yes
158,1.001,0.332,0.005489239816541763,69.96,93.89,0:02:33.294180,0:00:10.291530,yes
159,0.995,0.347,0.005246124690607742,70.51,93.37,0:02:33.537341,0:00:10.219291,yes
160,0.999,0.328,0.005007883537822737,69.99,93.79,0:02:34.026701,0:00:10.224911,yes
161,0.986,0.290,0.004774575140626318,70.50,94.02,0:02:33.150265,0:00:10.519262,yes
162,1.006,0.346,0.00454625706437442,69.67,93.69,0:02:33.448661,0:00:10.143663,yes
163,0.984,0.306,0.004322985643135959,70.29,94.34,0:02:32.952647,0:00:10.279671,yes
164,0.954,0.309,0.0041048159657932504,71.61,94.19,0:02:33.229882,0:00:09.981756,yes
165,0.970,0.338,0.0038918018624496302,70.77,94.13,0:02:33.312185,0:00:10.148978,yes
166,0.961,0.316,0.0036839958911477027,71.18,94.43,0:02:34.383449,0:00:10.501012,yes
167,0.939,0.297,0.0034814493249014076,72.17,94.31,0:02:33.179490,0:00:09.988857,yes
168,0.977,0.277,0.003284212139045219,70.47,94.50,0:02:30.864925,0:00:10.423548,yes
169,0.964,0.311,0.003092332998903412,70.89,94.63,0:02:33.308757,0:00:10.282844,yes
170,0.953,0.330,0.002905859247782665,71.25,94.44,0:02:33.413781,0:00:09.979174,yes
171,0.951,0.283,0.0027248368952908068,71.35,94.89,0:02:33.104073,0:00:10.413908,yes
172,0.958,0.293,0.002549310605984613,70.90,94.99,0:02:33.612033,0:00:10.322101,yes
173,0.923,0.290,0.0023793236883495176,72.20,94.83,0:02:33.595464,0:00:09.978702,yes
174,0.902,0.292,0.002214918084113875,73.14,94.87,0:02:33.059254,0:00:10.168161,yes
175,0.943,0.268,0.0020561343579004786,71.33,95.10,0:02:31.049270,0:00:10.333985,yes
176,0.901,0.275,0.0019030116872178384,72.94,95.31,0:02:33.398183,0:00:10.112093,yes
177,0.917,0.298,0.0017555878527937174,72.25,95.21,0:02:33.810695,0:00:09.187846,yes
178,0.900,0.270,0.0016138992292533167,72.90,95.25,0:02:33.345470,0:00:09.773501,yes
179,0.904,0.268,0.0014779807761443645,72.50,95.38,0:02:32.955541,0:00:10.327887,yes
180,0.910,0.276,0.0013478660293113683,72.53,95.55,0:02:33.521350,0:00:10.323261,yes
181,0.897,0.282,0.0012235870926211624,72.73,95.30,0:02:33.394203,0:00:09.966184,yes
182,0.899,0.275,0.0011051746300417477,72.64,95.64,0:02:32.652133,0:00:10.561414,yes
183,0.892,0.260,0.0009926578580764268,73.07,95.40,0:02:33.286553,0:00:10.227758,yes
184,0.891,0.253,0.0008860645385550515,72.62,95.54,0:02:33.924482,0:00:10.078063,yes
185,0.860,0.256,0.0007854209717842264,73.96,95.52,0:02:33.414889,0:00:10.145686,yes
186,0.887,0.264,0.0006907519900580866,72.95,95.43,0:02:33.218914,0:00:09.982029,yes
187,0.908,0.285,0.0006020809515313173,72.01,95.45,0:02:33.532915,0:00:10.036021,yes
188,0.859,0.269,0.0005194297344558538,73.97,95.72,0:02:33.845394,0:00:10.285768,yes
189,0.875,0.247,0.00044281873178278225,73.24,95.81,0:02:33.756191,0:00:10.460669,yes
190,0.878,0.255,0.0003722668461306535,73.05,95.89,0:02:33.812897,0:00:10.291698,yes
191,0.873,0.276,0.0003077914851215587,73.13,95.65,0:02:33.015121,0:00:09.990136,yes
192,0.854,0.259,0.00024940855708606175,74.23,95.85,0:02:33.148425,0:00:09.975377,yes
193,0.876,0.283,0.00019713246713805603,73.15,95.70,0:02:33.467720,0:00:10.013124,yes
194,0.887,0.219,0.00015097611362051023,72.54,96.00,0:02:33.139594,0:00:10.342265,yes
195,0.847,0.256,0.00011095088492300018,74.12,95.92,0:02:33.454126,0:00:09.969988,yes
196,0.868,0.266,7.706665667180096e-05,73.60,95.80,0:02:33.640823,0:00:09.974117,yes
197,0.855,0.262,4.9331789293211064e-05,74.04,95.86,0:02:33.122071,0:00:10.221295,yes
198,0.881,0.258,2.7753125950752432e-05,72.47,95.96,0:02:32.948806,0:00:10.051491,yes
199,0.845,0.242,1.2335990856710008e-05,74.33,95.86,0:02:31.771189,0:00:09.973485,yes
200,0.886,0.287,3.0841879584853094e-06,72.66,95.71,0:02:33.259631,0:00:09.978240,yes
