epoch,loss,train_acc,test_acc
2,348.108,0.12
2,350.490,0.12
2,352.880,0.12
2,355.439,0.12
2,358.009,0.12
2,360.676,0.12
2,363.087,0.12
2,365.359,0.12
2,367.703,0.12
2,370.094,0.12
2,372.553,0.12
2,374.832,0.12
2,377.454,0.12
2,380.028,0.12
2,382.346,0.12
2,384.892,0.12
2,387.470,0.12
2,389.772,0.12
2,392.109,0.12
2,394.674,0.12
2,397.206,0.12
2,399.523,0.12
2,402.132,0.12
2,404.584,0.12
2,407.001,0.12
2,409.456,0.12
2,412.022,0.12
2,414.595,0.12
2,417.043,0.12
2,419.506,0.12
2,421.837,0.12
2,424.509,0.12
2,427.060,0.12
2,429.682,0.12
2,432.039,0.12
2,434.569,0.12
2,437.051,0.12
2,439.695,0.12
2,442.228,0.12
2,444.827,0.12
2,447.371,0.12
2,449.937,0.12
2,452.618,0.12
2,455.104,0.12
2,457.583,0.12
2,460.149,0.12
2,462.389,0.12
2,464.868,0.12
2,467.363,0.12
2,469.814,0.12
2,472.069,0.12
2,474.502,0.12
2,476.924,0.12
2,479.160,0.12
2,481.911,0.12
2,484.398,0.12
2,486.734,0.12
2,489.248,0.12
2,491.660,0.12
2,494.090,0.12
2,496.630,0.12
2,499.163,0.12
2,501.743,0.12
2,504.459,0.12
2,507.011,0.12
2,509.319,0.12
2,511.981,0.11
2,514.382,0.11
2,517.025,0.12
2,519.800,0.11
2,522.399,0.12
2,524.802,0.12
2,527.247,0.12
2,529.687,0.12
2,532.013,0.12
2,534.524,0.12
2,537.126,0.12
2,539.503,0.12
2,541.994,0.12
2,544.473,0.12
2,546.974,0.12
2,549.354,0.12
2,551.961,0.12
2,554.321,0.11
2,556.744,0.12
2,559.346,0.11
2,561.757,0.11
2,564.019,0.11
2,566.586,0.11
2,569.210,0.11
2,571.615,0.11
2,574.248,0.11
2,576.483,0.11
2,578.998,0.11
2,581.688,0.11
2,583.980,0.11
2,586.451,0.11
2,588.899,0.11
2,591.167,0.12
2,593.600,0.12
2,595.968,0.12
2,598.359,0.12
2,600.908,0.12
2,603.207,0.12
2,605.580,0.12
2,608.213,0.12
2,610.581,0.12
2,613.057,0.12
2,615.370,0.12
2,617.836,0.12
2,620.255,0.12
2,622.698,0.12
2,625.105,0.12
2,627.608,0.12
2,630.163,0.12
2,632.671,0.12
2,635.159,0.12
2,637.945,0.12
2,640.339,0.12
2,643.050,0.12
2,645.702,0.12
2,648.398,0.12
2,650.759,0.12
2,653.334,0.12
2,655.756,0.12
2,658.229,0.12
2,660.839,0.12
2,663.611,0.12
2,666.211,0.12
2,668.748,0.12
2,671.294,0.12
2,673.854,0.12
2,676.617,0.12
2,679.081,0.12
2,681.637,0.12
2,684.242,0.12
2,686.797,0.11
2,689.184,0.12
2,691.537,0.12
2,694.052,0.12
2,696.569,0.12
2,699.098,0.12
2,701.309,0.12
2,703.663,0.12
2,706.100,0.12
2,708.532,0.12
2,711.021,0.12
2,713.592,0.12
2,716.206,0.12
2,718.649,0.12
2,721.186,0.12
2,723.699,0.12
2,726.202,0.12
2,728.750,0.12
2,731.304,0.12
2,733.799,0.12
2,736.252,0.12
2,738.604,0.12
2,740.899,0.12
2,743.467,0.12
2,745.887,0.12
2,748.142,0.12
2,750.795,0.12
2,753.308,0.12
2,755.805,0.12
2,758.388,0.12
2,760.794,0.12
2,763.284,0.12
2,765.637,0.12
2,768.158,0.12
2,770.768,0.12
2,773.200,0.12
2,775.738,0.12
