epoch,loss,train_acc,test_acc
1,2.287,0.12
1,4.594,0.11
1,6.892,0.14
1,9.211,0.13
1,11.495,0.12
1,13.767,0.13
1,16.045,0.14
1,18.330,0.13
1,20.620,0.13
1,22.931,0.12
1,25.229,0.12
1,27.525,0.12
1,29.817,0.12
1,32.121,0.11
1,34.424,0.11
1,36.690,0.11
1,38.983,0.11
1,41.292,0.10
1,43.576,0.11
1,45.869,0.11
1,48.181,0.10
1,50.485,0.11
1,52.755,0.11
1,55.083,0.11
1,57.413,0.10
1,59.724,0.11
1,62.040,0.10
1,64.356,0.10
1,66.641,0.11
1,68.949,0.11
1,71.264,0.10
1,73.551,0.11
1,75.874,0.11
1,78.187,0.10
1,80.478,0.11
1,82.791,0.11
1,85.100,0.11
1,87.417,0.11
1,89.702,0.11
1,91.977,0.11
1,94.257,0.11
1,96.560,0.11
1,98.840,0.11
1,101.154,0.11
1,103.467,0.11
1,105.789,0.11
1,108.101,0.11
1,110.413,0.11
1,112.705,0.11
1,115.014,0.11
1,117.322,0.11
1,119.595,0.11
1,121.876,0.11
1,124.169,0.11
1,126.457,0.11
1,128.766,0.11
1,131.049,0.11
1,133.325,0.11
1,135.615,0.11
1,137.871,0.11
1,140.181,0.11
1,142.507,0.11
1,144.798,0.11
1,147.078,0.11
1,149.354,0.11
1,151.680,0.11
1,153.976,0.11
1,156.268,0.11
1,158.553,0.11
1,160.874,0.11
1,163.172,0.11
1,165.451,0.11
1,167.778,0.11
1,170.084,0.11
1,172.364,0.11
1,174.647,0.11
1,176.946,0.11
1,179.225,0.11
1,181.513,0.11
1,183.804,0.11
1,186.098,0.11
1,188.399,0.11
1,190.718,0.11
1,193.041,0.11
1,195.313,0.11
1,197.590,0.11
1,199.917,0.11
1,202.213,0.11
1,204.535,0.11
1,206.830,0.11
1,209.138,0.11
1,211.430,0.11
1,213.712,0.11
1,215.997,0.11
1,218.316,0.11
1,220.617,0.11
1,222.916,0.11
1,225.213,0.11
1,227.492,0.11
1,229.797,0.11
1,232.085,0.11
1,234.400,0.11
1,236.676,0.11
1,238.972,0.11
1,241.285,0.11
1,243.584,0.11
1,245.885,0.11
1,248.176,0.11
1,250.489,0.10
1,252.775,0.10
1,255.064,0.10
1,257.383,0.10
1,259.709,0.10
1,262.007,0.10
1,264.307,0.10
1,266.584,0.10
1,268.904,0.10
1,271.215,0.10
1,273.510,0.10
1,275.790,0.10
1,278.080,0.10
1,280.421,0.10
1,282.750,0.10
1,285.032,0.10
1,287.342,0.10
1,289.636,0.10
1,291.967,0.10
1,294.259,0.10
1,296.537,0.10
1,298.848,0.10
1,301.170,0.10
1,303.450,0.10
1,305.717,0.10
1,308.023,0.10
1,310.324,0.10
1,312.621,0.10
1,314.924,0.10
1,317.210,0.10
1,319.523,0.10
1,321.831,0.10
1,324.111,0.10
1,326.389,0.10
1,328.682,0.10
1,330.992,0.10
1,333.285,0.10
1,335.608,0.10
1,337.913,0.10
1,340.202,0.10
1,342.528,0.10
1,344.831,0.10
1,347.121,0.10
1,349.438,0.10
1,351.739,0.10
1,354.046,0.10
1,356.344,0.10
1,358.654,0.10
1,360.985,0.10
1,363.279,0.10
1,365.584,0.10
1,367.885,0.10
1,370.185,0.10
1,372.491,0.10
1,374.792,0.10
1,377.113,0.10
1,379.392,0.10
1,381.702,0.10
1,384.012,0.10
1,386.344,0.10
1,388.655,0.10
1,390.984,0.10
1,393.277,0.10
1,395.587,0.10
1,397.908,0.10
1,400.235,0.10
1,402.526,0.10
1,404.802,0.10
1,407.081,0.10
1,409.410,0.10
1,411.733,0.10
1,414.028,0.10
1,416.324,0.10
1,418.615,0.10
1,420.919,0.10
1,423.237,0.10
1,425.542,0.10
1,427.844,0.10
1,430.117,0.10
1,432.410,0.10
1,434.693,0.10
1,436.975,0.10
1,439.294,0.10
1,441.573,0.10
1,443.893,0.10
1,446.177,0.10
1,448.488,0.10
1,450.774,0.10
1,453.065,0.10
1,455.386,0.10
1,457.676,0.10
1,459.972,0.10
1,462.270,0.10
1,464.554,0.10
1,466.846,0.10
1,469.157,0.10
1,471.460,0.10
1,473.762,0.10
1,476.051,0.10
1,478.361,0.10
1,480.665,0.10
1,482.960,0.10
1,485.233,0.10
1,487.506,0.10
1,489.821,0.10
1,492.129,0.10
1,494.423,0.10
1,496.742,0.10
1,499.040,0.10
1,501.327,0.10
1,503.630,0.10
1,505.953,0.10
1,508.257,0.10
1,510.564,0.10
1,512.862,0.10
1,515.147,0.10
1,517.443,0.10
1,519.766,0.10
1,522.031,0.10
1,524.341,0.10
1,526.643,0.10
1,528.951,0.10
1,531.260,0.10
1,533.539,0.10
1,535.822,0.10
1,538.123,0.10
1,540.421,0.10
1,542.693,0.10
1,544.991,0.10
1,547.302,0.10
1,549.600,0.10
1,551.894,0.10
1,554.180,0.10
1,556.479,0.10
1,558.787,0.10
1,561.043,0.10
1,563.337,0.10
1,565.652,0.10
1,567.993,0.10
1,570.299,0.10
1,572.610,0.10
1,574.917,0.10
1,577.208,0.10
1,579.523,0.10
1,581.821,0.10
1,584.110,0.10
1,586.391,0.10
1,588.680,0.10
1,590.986,0.10
1,593.276,0.10
1,595.566,0.10
1,597.859,0.10
1,600.178,0.10
1,602.475,0.10
1,604.770,0.10
1,607.062,0.10
1,609.350,0.10
1,611.665,0.10
1,613.973,0.10
1,616.298,0.10
1,618.623,0.10
1,620.940,0.10
1,623.250,0.10
1,625.539,0.10
1,627.858,0.10
1,630.164,0.10
1,632.481,0.10
1,634.800,0.10
1,637.099,0.10
1,639.356,0.10
1,641.638,0.10
1,643.962,0.10
1,646.258,0.10
1,648.537,0.10
1,650.804,0.10
1,653.098,0.10
1,655.379,0.10
1,657.688,0.10
1,659.977,0.10
1,662.279,0.10
1,664.598,0.10
1,666.890,0.10
1,669.180,0.10
1,671.508,0.10
1,673.804,0.10
1,676.097,0.10
1,678.418,0.10
1,680.709,0.10
1,682.994,0.10
1,685.285,0.10
1,687.583,0.10
1,689.891,0.10
1,692.183,0.10
1,694.469,0.10
1,696.788,0.10
1,699.078,0.10
1,701.391,0.10
1,703.675,0.10
1,705.969,0.10
1,708.270,0.10
1,710.565,0.10
1,712.861,0.10
1,715.148,0.10
1,717.447,0.10
1,719.723,0.10
2,2.554,0.16
2,5.150,0.16
2,7.755,0.12
2,10.503,0.10
2,12.820,0.11
2,15.192,0.12
2,17.720,0.12
2,20.095,0.13
2,22.546,0.13
2,25.020,0.13
2,27.412,0.13
2,29.803,0.14
2,32.370,0.13
2,34.744,0.14
2,37.115,0.13
2,39.342,0.14
2,41.734,0.14
2,44.200,0.14
2,46.605,0.14
2,49.179,0.14
2,51.632,0.14
2,54.132,0.14
2,56.745,0.14
2,59.139,0.14
2,61.695,0.14
2,64.332,0.13
2,66.909,0.13
2,69.533,0.13
2,72.092,0.13
2,74.723,0.12
2,77.070,0.13
2,79.643,0.12
2,82.200,0.12
2,84.724,0.12
2,87.254,0.12
2,89.810,0.12
2,92.388,0.12
2,94.929,0.12
2,97.438,0.12
2,99.885,0.12
2,102.389,0.12
2,104.753,0.12
2,107.095,0.12
2,109.466,0.12
2,111.894,0.12
2,114.406,0.12
2,117.003,0.12
2,119.558,0.12
2,122.030,0.12
2,124.355,0.11
2,126.686,0.12
2,129.194,0.12
2,131.689,0.12
2,133.998,0.12
2,136.396,0.12
2,138.914,0.11
2,141.285,0.12
2,143.654,0.12
2,146.229,0.12
2,148.577,0.12
2,151.053,0.12
2,153.750,0.12
2,156.471,0.12
2,158.800,0.12
2,161.162,0.12
2,163.587,0.11
2,166.065,0.12
2,168.500,0.12
2,170.819,0.12
2,173.410,0.12
2,175.763,0.12
2,178.080,0.12
2,180.683,0.12
2,183.145,0.12
2,185.479,0.12
2,188.108,0.12
2,190.657,0.12
2,193.002,0.12
2,195.506,0.12
2,198.003,0.12
2,200.459,0.12
2,202.867,0.12
2,205.506,0.12
2,207.901,0.12
2,210.291,0.12
2,212.901,0.12
2,215.455,0.12
2,217.895,0.12
2,220.440,0.12
2,222.712,0.12
2,225.342,0.12
2,227.921,0.12
2,230.167,0.12
2,232.642,0.12
2,235.084,0.12
2,237.533,0.12
2,240.151,0.12
2,242.657,0.12
2,244.887,0.12
2,247.290,0.12
2,249.707,0.12
2,252.157,0.12
2,254.557,0.12
2,257.073,0.12
2,259.479,0.12
2,262.094,0.12
2,264.488,0.12
2,266.846,0.12
2,269.338,0.12
2,271.613,0.12
2,273.922,0.12
2,276.439,0.12
2,278.984,0.12
2,281.504,0.12
2,283.743,0.12
2,286.271,0.12
2,288.832,0.12
2,291.273,0.12
2,293.660,0.12
2,296.069,0.12
2,298.499,0.12
2,300.945,0.12
2,303.416,0.12
2,305.870,0.12
2,308.339,0.12
2,310.826,0.12
2,313.402,0.12
2,315.980,0.12
2,318.611,0.12
2,321.108,0.12
2,323.584,0.12
2,326.025,0.12
2,328.293,0.12
2,330.837,0.12
2,333.242,0.12
2,335.587,0.12
2,337.926,0.12
2,340.415,0.12
2,343.023,0.12
2,345.454,0.12
