epoch,train_loss,learning_rate,train_acc,test_acc,training_time,testing_time
126,0.148,0.015432914190872771,95.07,88.63,0:00:55.769381,0:00:04.748938
127,0.158,0.01507130273413049,94.70,89.18,0:00:55.930662,0:00:04.765908
128,0.151,0.01471214103487229,94.97,89.54,0:00:55.947008,0:00:04.757461
129,0.147,0.014355517710873194,95.06,88.61,0:00:55.860959,0:00:04.757293
130,0.144,0.01400152075360213,95.08,89.27,0:00:55.885148,0:00:04.741918
131,0.140,0.01365023750651134,95.33,89.88,0:00:55.750845,0:00:04.753520
132,0.136,0.013301754643485679,95.35,89.08,0:00:55.762925,0:00:04.737570
133,0.128,0.012956158147457122,95.71,90.41,0:00:55.845280,0:00:05.141822
134,0.133,0.012613533289189816,95.55,90.01,0:00:55.849676,0:00:04.750857
135,0.125,0.012273964606240723,95.84,87.98,0:00:55.687524,0:00:04.741566
136,0.125,0.011937535882101285,95.97,89.85,0:00:55.794425,0:00:04.764796
137,0.116,0.011604330125525083,96.16,89.29,0:00:55.853164,0:00:04.761458
138,0.119,0.011274429550046707,95.95,89.57,0:00:55.866940,0:00:04.765278
139,0.112,0.010947915553696737,96.28,90.30,0:00:55.840928,0:00:04.756820
140,0.112,0.01062486869891804,96.22,87.97,0:00:55.817547,0:00:04.768231
141,0.109,0.01030536869268818,96.34,89.80,0:00:55.813773,0:00:04.762778
142,0.102,0.009989494366852907,96.55,90.29,0:00:55.766026,0:00:04.763227
143,0.097,0.00967732365867559,96.70,91.46,0:00:55.684892,0:00:05.104884
144,0.098,0.009368933591607374,96.66,91.12,0:00:55.739703,0:00:04.764609
145,0.089,0.00906440025628276,96.97,89.74,0:00:55.859356,0:00:04.764305
146,0.091,0.008763798791745414,96.91,90.53,0:00:55.858948,0:00:04.755053
147,0.089,0.00846720336690871,96.98,90.04,0:00:56.146919,0:00:04.901563
148,0.078,0.008174687162255667,97.38,90.00,0:00:55.749505,0:00:04.738225
149,0.079,0.007886322351782785,97.37,91.21,0:00:55.850848,0:00:04.767057
150,0.079,0.007602180085192145,97.31,90.67,0:00:55.784463,0:00:04.731238
151,0.074,0.007322330470336316,97.50,91.33,0:00:55.811411,0:00:04.761509
152,0.066,0.007046842555920285,97.79,90.65,0:00:55.800146,0:00:04.764197
153,0.062,0.006775784314464719,97.91,90.36,0:00:55.854658,0:00:04.758774
154,0.066,0.006509222625534758,97.83,91.41,0:00:55.846807,0:00:04.768242
155,0.059,0.006247223259238513,98.09,90.72,0:00:55.897255,0:00:04.756471
156,0.057,0.0059898508599992295,98.09,91.30,0:00:55.919975,0:00:04.746559
157,0.052,0.005737168930605274,98.29,91.84,0:00:55.761147,0:00:05.143393
158,0.049,0.005489239816541763,98.45,91.79,0:00:55.877800,0:00:04.763370
159,0.046,0.005246124690607742,98.49,91.63,0:00:55.849120,0:00:04.745609
160,0.044,0.005007883537822737,98.55,91.74,0:00:55.739837,0:00:04.791859
161,0.042,0.004774575140626318,98.68,91.57,0:00:55.725043,0:00:04.745288
162,0.032,0.00454625706437442,98.98,92.33,0:00:55.894086,0:00:05.163898
163,0.033,0.004322985643135959,98.93,91.88,0:00:55.913342,0:00:04.766656
164,0.034,0.0041048159657932504,98.90,92.17,0:00:55.748430,0:00:04.738886
165,0.032,0.0038918018624496302,98.89,92.51,0:00:55.693898,0:00:05.114273
166,0.026,0.0036839958911477027,99.18,92.36,0:00:55.701417,0:00:04.764021
167,0.025,0.0034814493249014076,99.18,92.33,0:00:55.839752,0:00:04.770669
168,0.020,0.003284212139045219,99.36,92.98,0:00:55.754421,0:00:05.132335
169,0.021,0.003092332998903412,99.33,92.26,0:00:55.867686,0:00:04.764657
170,0.020,0.002905859247782665,99.37,92.65,0:00:55.677630,0:00:04.742446
171,0.015,0.0027248368952908068,99.55,93.08,0:00:55.686459,0:00:05.133833
172,0.012,0.002549310605984613,99.62,92.69,0:00:55.788425,0:00:04.765216
173,0.014,0.0023793236883495176,99.57,92.98,0:00:55.684453,0:00:04.748569
174,0.011,0.002214918084113875,99.66,93.28,0:00:55.668247,0:00:05.125259
175,0.010,0.0020561343579004786,99.71,93.15,0:00:55.672244,0:00:04.736444
176,0.010,0.0019030116872178384,99.74,93.41,0:00:55.779362,0:00:05.129220
177,0.008,0.0017555878527937174,99.74,93.58,0:00:56.208670,0:00:05.108080
178,0.006,0.0016138992292533167,99.86,93.46,0:00:55.726941,0:00:04.764520
179,0.006,0.0014779807761443645,99.83,93.13,0:00:55.790439,0:00:04.757191
180,0.005,0.0013478660293113683,99.86,93.43,0:00:55.881723,0:00:04.760389
181,0.005,0.0012235870926211624,99.87,93.47,0:00:55.854013,0:00:04.746851
182,0.004,0.0011051746300417477,99.90,93.46,0:00:55.731863,0:00:04.736383
183,0.003,0.0009926578580764268,99.93,93.39,0:00:55.665118,0:00:04.740203
184,0.003,0.0008860645385550515,99.93,93.54,0:00:55.679469,0:00:04.749097
185,0.003,0.0007854209717842264,99.94,93.44,0:00:55.856257,0:00:04.737628
186,0.003,0.0006907519900580866,99.94,93.66,0:00:55.787097,0:00:05.132289
187,0.003,0.0006020809515313173,99.95,93.61,0:00:55.743134,0:00:04.801315
188,0.002,0.0005194297344558538,99.95,93.65,0:00:55.877830,0:00:04.765866
189,0.002,0.00044281873178278225,99.96,93.58,0:00:55.805644,0:00:04.740832
190,0.002,0.0003722668461306535,99.96,93.74,0:00:55.802544,0:00:05.111722
191,0.002,0.0003077914851215587,99.96,93.65,0:00:55.824287,0:00:04.758458
192,0.002,0.00024940855708606175,99.96,93.81,0:00:55.907589,0:00:05.153147
193,0.002,0.00019713246713805603,99.98,93.89,0:00:55.751523,0:00:05.161563
194,0.002,0.00015097611362051023,99.97,93.74,0:00:55.810425,0:00:04.738533
195,0.002,0.00011095088492300018,99.98,93.84,0:00:55.689248,0:00:04.737574
196,0.002,7.706665667180096e-05,99.98,93.83,0:00:55.813680,0:00:04.759852
197,0.002,4.9331789293211064e-05,99.97,93.89,0:00:55.866120,0:00:04.767017
198,0.002,2.7753125950752432e-05,99.98,93.90,0:00:55.773254,0:00:05.107475
199,0.002,1.2335990856710008e-05,99.96,93.83,0:00:55.774856,0:00:04.736240
200,0.002,3.0841879584853094e-06,99.97,93.82,0:00:55.757467,0:00:04.752780
