epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
87,1.175,0.537,0.03045358103491359,64.79,85.36,0:01:37.009461,0:00:06.231796,yes,no
88,1.211,0.547,0.03006968238391284,63.58,86.78,0:01:36.957770,0:00:06.240188,yes,no
89,1.207,0.492,0.029684532864643145,63.28,87.33,0:01:37.189811,0:00:06.240360,yes,no
90,1.210,0.542,0.02929822750698526,63.61,85.07,0:01:37.077214,0:00:06.254553,yes,no
91,1.193,0.495,0.028910861626005795,64.18,87.48,0:01:37.454917,0:00:06.549107,yes,no
92,1.206,0.501,0.028522530798439593,63.76,86.82,0:01:37.567243,0:00:06.236973,yes,no
93,1.186,0.549,0.028133330839107632,64.54,85.80,0:01:37.205178,0:00:06.255541,yes,no
94,1.161,0.478,0.027743357777276153,65.27,88.78,0:01:37.047714,0:00:06.627088,yes,no
95,1.192,0.477,0.027352707832962876,64.00,88.75,0:01:41.627335,0:00:06.343896,yes,no
96,1.188,0.527,0.026961477393196143,64.32,87.43,0:01:45.681559,0:00:06.254079,yes,no
97,1.189,0.503,0.026569762988232853,64.20,87.92,0:01:37.048167,0:00:06.260364,yes,no
98,1.192,0.525,0.02617766126774108,63.98,87.72,0:01:37.304998,0:00:06.262103,yes,no
99,1.184,0.501,0.025785268976953223,64.33,88.89,0:01:37.215727,0:00:06.569242,yes,no
100,1.171,0.534,0.02539268293279553,64.90,86.70,0:01:37.245655,0:00:06.277473,yes,no
101,1.180,0.486,0.025000000000000012,64.58,88.18,0:01:37.353219,0:00:06.268852,yes,no
102,1.167,0.461,0.0246073170672045,65.00,88.76,0:01:37.433271,0:00:06.239060,yes,no
103,1.182,0.461,0.024214731023046804,64.20,89.21,0:01:37.422299,0:00:06.544735,yes,no
104,1.168,0.481,0.023822338732258946,64.66,88.15,0:01:37.053563,0:00:06.233409,yes,no
105,1.167,0.508,0.023430237011767177,64.86,88.33,0:01:37.035744,0:00:06.255486,yes,no
106,1.166,0.451,0.02303852260680389,64.94,89.27,0:01:37.270187,0:00:06.557876,yes,no
107,1.152,0.465,0.022647292167037154,65.40,89.25,0:01:37.255538,0:00:06.234489,yes,no
108,1.170,0.527,0.02225664222272388,64.79,87.42,0:01:37.083375,0:00:06.258040,yes,no
109,1.140,0.516,0.02186666916089241,65.94,87.94,0:01:37.123243,0:00:06.233863,yes,no
110,1.140,0.486,0.02147746920156045,66.02,88.62,0:01:37.005853,0:00:06.246243,yes,no
111,1.168,0.481,0.021089138373994242,64.43,88.59,0:01:37.680065,0:00:06.236596,yes,no
112,1.127,0.451,0.02070177249301477,66.33,90.16,0:01:37.605586,0:00:06.526549,yes,no
113,1.132,0.434,0.0203154671353569,66.07,89.59,0:01:37.111242,0:00:06.329931,yes,no
114,1.117,0.425,0.019930317616087205,66.62,90.69,0:01:36.978332,0:00:06.531377,yes,no
115,1.138,0.437,0.019546418965086458,65.86,90.10,0:01:37.135606,0:00:06.256437,yes,no
116,1.147,0.437,0.019163865903602376,65.58,90.08,0:01:37.336704,0:00:06.225479,yes,no
117,1.119,0.470,0.018782752820878643,66.70,87.17,0:01:37.296896,0:00:06.252687,yes,no
118,1.129,0.422,0.01840317375086569,66.15,89.06,0:01:37.319688,0:00:06.264649,yes,no
119,1.133,0.402,0.018025222349019283,66.11,89.93,0:01:37.252409,0:00:06.272857,yes,no
120,1.132,0.422,0.017648991869192415,66.00,90.36,0:01:37.041231,0:00:06.257245,yes,no
121,1.138,0.437,0.017274575140626334,65.84,90.03,0:01:37.235581,0:00:06.229635,yes,no
122,1.132,0.482,0.016902064545046273,66.14,88.86,0:01:37.231552,0:00:06.227634,yes,no
123,1.113,0.441,0.016531551993867726,66.68,90.33,0:01:36.966748,0:00:06.238598,yes,no
124,1.120,0.392,0.016163128905518586,66.39,90.14,0:01:36.984247,0:00:06.253568,yes,no
125,1.136,0.535,0.015796886182883066,66.00,88.98,0:01:37.364794,0:00:06.235955,yes,no
126,1.127,0.423,0.015432914190872771,66.00,90.15,0:01:37.958935,0:00:06.260167,yes,no
127,1.088,0.417,0.01507130273413049,67.39,90.83,0:01:37.055659,0:00:06.532860,yes,no
128,1.121,0.441,0.01471214103487229,66.56,90.55,0:01:36.961298,0:00:06.257318,yes,no
129,1.118,0.410,0.014355517710873194,66.39,91.41,0:01:37.389259,0:00:06.525434,yes,no
130,1.102,0.409,0.01400152075360213,66.77,91.41,0:01:36.995102,0:00:06.230145,yes,no
131,1.107,0.419,0.01365023750651134,66.76,91.33,0:01:37.004083,0:00:06.231737,yes,no
132,1.123,0.414,0.013301754643485679,66.13,91.30,0:01:36.999155,0:00:06.231827,yes,no
133,1.104,0.412,0.012956158147457122,67.02,91.24,0:01:37.322588,0:00:06.227091,yes,no
134,1.102,0.394,0.012613533289189816,66.87,91.74,0:01:37.240705,0:00:06.527332,yes,no
135,1.073,0.366,0.012273964606240723,68.04,91.58,0:01:37.283672,0:00:06.261316,yes,no
136,1.092,0.433,0.011937535882101285,67.18,91.81,0:01:37.414025,0:00:06.591738,yes,no
137,1.074,0.400,0.011604330125525083,67.96,91.56,0:01:37.383684,0:00:06.265072,yes,no
138,1.072,0.424,0.011274429550046707,68.03,91.03,0:01:37.350926,0:00:06.246979,yes,no
139,1.090,0.412,0.010947915553696737,66.99,90.71,0:01:37.245875,0:00:06.250827,yes,no
140,1.052,0.373,0.01062486869891804,68.49,91.57,0:01:37.221309,0:00:06.252309,yes,no
141,1.076,0.391,0.01030536869268818,67.75,92.30,0:01:37.218191,0:00:06.527832,yes,no
142,1.050,0.371,0.009989494366852907,68.83,92.16,0:01:37.283679,0:00:06.261583,yes,no
143,1.078,0.347,0.00967732365867559,67.58,91.74,0:01:36.989762,0:00:06.234596,yes,no
144,1.068,0.407,0.009368933591607374,68.14,92.20,0:01:36.989867,0:00:06.254065,yes,no
145,1.041,0.405,0.00906440025628276,68.85,92.11,0:01:37.068530,0:00:06.237347,yes,no
146,1.032,0.393,0.008763798791745414,69.04,90.49,0:01:36.987259,0:00:06.230888,yes,no
147,1.043,0.373,0.00846720336690871,68.88,92.44,0:01:37.596193,0:00:06.562817,yes,no
148,1.043,0.352,0.008174687162255667,68.62,92.62,0:01:37.096825,0:00:06.529811,yes,no
149,1.047,0.363,0.007886322351782785,68.57,92.57,0:01:37.138229,0:00:06.257292,yes,no
150,1.014,0.364,0.007602180085192145,69.82,92.75,0:01:37.322908,0:00:06.536073,yes,no
151,1.024,0.333,0.007322330470336316,69.47,92.94,0:01:37.343999,0:00:06.527284,yes,no
152,1.030,0.356,0.007046842555920285,69.06,92.87,0:01:37.286844,0:00:06.261513,yes,no
153,1.024,0.333,0.006775784314464719,69.24,93.30,0:01:37.191911,0:00:06.543155,yes,no
154,1.035,0.351,0.006509222625534758,68.93,92.62,0:01:37.685845,0:00:06.295579,yes,no
155,1.005,0.318,0.006247223259238513,69.99,92.92,0:01:37.308739,0:00:06.238684,yes,no
156,1.001,0.357,0.0059898508599992295,70.33,93.50,0:01:36.954003,0:00:06.515248,yes,no
157,1.004,0.377,0.005737168930605274,69.90,93.13,0:01:37.004753,0:00:06.227633,yes,no
158,0.999,0.346,0.005489239816541763,69.97,93.85,0:01:37.082774,0:00:06.547627,yes,no
159,0.960,0.328,0.005246124690607742,71.50,93.63,0:01:36.970924,0:00:06.231233,yes,no
160,0.990,0.302,0.005007883537822737,70.25,93.27,0:01:36.921597,0:00:06.232148,yes,no
161,0.992,0.343,0.004774575140626318,70.32,94.10,0:01:36.967083,0:00:06.524146,yes,no
162,0.956,0.299,0.00454625706437442,71.57,94.12,0:01:36.929447,0:00:06.538401,yes,no
163,0.961,0.324,0.004322985643135959,71.57,93.53,0:01:36.972489,0:00:06.258008,yes,no
164,0.949,0.302,0.0041048159657932504,71.74,94.01,0:01:37.591058,0:00:06.230099,yes,no
165,0.947,0.310,0.0038918018624496302,71.82,94.29,0:01:36.999716,0:00:06.542960,yes,no
166,0.975,0.307,0.0036839958911477027,70.53,94.28,0:01:37.056460,0:00:06.231445,yes,no
167,0.980,0.321,0.0034814493249014076,69.82,94.51,0:01:37.009123,0:00:06.521127,yes,no
168,0.958,0.304,0.003284212139045219,71.11,94.47,0:01:37.284826,0:00:06.267218,yes,no
169,0.943,0.311,0.003092332998903412,71.87,94.45,0:01:37.408523,0:00:06.229329,yes,no
170,0.952,0.318,0.002905859247782665,70.94,94.49,0:01:37.321954,0:00:06.246898,yes,no
171,0.954,0.247,0.0027248368952908068,71.13,94.85,0:01:37.255010,0:00:06.550405,yes,no
172,0.942,0.315,0.002549310605984613,71.50,94.55,0:01:37.419128,0:00:06.263674,yes,no
173,0.932,0.297,0.0023793236883495176,71.82,94.88,0:01:37.338817,0:00:06.546410,yes,no
174,0.925,0.308,0.002214918084113875,72.12,94.69,0:01:37.328783,0:00:06.264800,yes,no
175,0.930,0.275,0.0020561343579004786,71.72,94.85,0:01:37.029259,0:00:06.229473,yes,no
176,0.919,0.300,0.0019030116872178384,72.04,94.98,0:01:37.027856,0:00:06.533586,yes,no
177,0.920,0.257,0.0017555878527937174,72.04,95.28,0:01:37.002636,0:00:06.527582,yes,no
178,0.905,0.259,0.0016138992292533167,72.84,95.16,0:01:37.042884,0:00:06.243028,yes,no
179,0.915,0.270,0.0014779807761443645,71.94,95.03,0:01:36.945808,0:00:06.235259,yes,no
180,0.886,0.273,0.0013478660293113683,73.13,95.15,0:01:37.073025,0:00:06.258396,yes,no
181,0.894,0.283,0.0012235870926211624,72.65,95.20,0:01:37.449493,0:00:06.365909,yes,no
182,0.915,0.305,0.0011051746300417477,71.94,95.14,0:01:37.281273,0:00:06.263580,yes,no
183,0.895,0.303,0.0009926578580764268,72.88,95.30,0:01:37.124086,0:00:06.520815,yes,no
184,0.893,0.268,0.0008860645385550515,73.03,95.62,0:01:37.170197,0:00:06.547604,yes,no
185,0.894,0.292,0.0007854209717842264,72.43,95.47,0:01:37.149333,0:00:06.315596,yes,no
186,0.875,0.278,0.0006907519900580866,73.25,95.57,0:01:37.346949,0:00:06.245187,yes,no
187,0.880,0.267,0.0006020809515313173,73.20,95.46,0:01:37.160565,0:00:06.269147,yes,no
188,0.884,0.254,0.0005194297344558538,72.81,95.63,0:01:37.333199,0:00:06.526524,yes,no
189,0.883,0.260,0.00044281873178278225,73.03,95.83,0:01:37.292902,0:00:06.550185,yes,no
190,0.877,0.286,0.0003722668461306535,73.11,95.80,0:01:37.336666,0:00:06.240539,yes,no
191,0.875,0.234,0.0003077914851215587,73.11,95.74,0:01:37.150475,0:00:06.261649,yes,no
192,0.887,0.253,0.00024940855708606175,72.43,95.81,0:01:37.222863,0:00:06.255572,yes,no
193,0.883,0.276,0.00019713246713805603,72.79,95.69,0:01:37.255745,0:00:06.257799,yes,no
194,0.858,0.266,0.00015097611362051023,73.57,95.88,0:01:37.239918,0:00:06.549024,yes,no
195,0.864,0.217,0.00011095088492300018,73.09,96.02,0:01:37.266528,0:00:06.554251,yes,no
196,0.862,0.268,7.706665667180096e-05,73.64,95.84,0:01:37.308225,0:00:06.229808,yes,no
197,0.860,0.257,4.9331789293211064e-05,73.55,95.96,0:01:36.983078,0:00:06.241689,yes,no
198,0.863,0.271,2.7753125950752432e-05,73.36,95.91,0:01:37.004766,0:00:06.230719,yes,no
199,0.882,0.278,1.2335990856710008e-05,72.82,95.79,0:01:37.677231,0:00:06.237826,yes,no
200,0.870,0.253,3.0841879584853094e-06,73.26,95.98,0:01:36.990075,0:00:06.250689,yes,no
