epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used
93,0.822,0.540,0.0056266661678215195,61.52,85.07,0:01:03.605674,0:00:02.327690,yes
94,0.828,0.509,0.005548671555455224,60.99,85.95,0:01:03.418007,0:00:02.340719,yes
95,0.820,0.578,0.0054705415665925695,61.58,83.43,0:01:03.537213,0:00:02.348700,yes
96,0.823,0.567,0.005392295478639223,61.23,83.56,0:01:03.411173,0:00:02.352075,yes
97,0.819,0.544,0.005313952597646565,61.55,85.10,0:01:03.592976,0:00:02.324247,yes
98,0.820,0.545,0.00523553225354821,61.32,84.11,0:01:03.318072,0:00:02.345367,yes
99,0.808,0.539,0.005157053795390639,62.16,83.84,0:01:03.363598,0:00:02.327072,yes
100,0.809,0.534,0.005078536586559101,62.19,85.07,0:01:03.375579,0:00:02.322143,yes
101,0.801,0.522,0.004999999999999997,62.90,85.46,0:01:03.214356,0:00:02.346289,yes
102,0.811,0.515,0.004921463413440894,61.75,86.24,0:01:03.320219,0:00:02.363813,yes
103,0.795,0.539,0.004842946204609355,63.03,84.74,0:01:03.314197,0:00:02.326110,yes
104,0.809,0.519,0.004764467746451784,61.60,85.51,0:01:03.163810,0:00:02.323694,yes
105,0.815,0.519,0.00468604740235343,61.21,85.83,0:01:03.094898,0:00:02.322147,yes
106,0.806,0.531,0.004607704521360773,61.70,85.26,0:01:03.092327,0:00:02.323467,yes
107,0.802,0.536,0.0045294584334074255,61.97,84.97,0:01:03.384663,0:00:02.347062,yes
108,0.806,0.498,0.004451328444544771,61.65,86.42,0:01:03.353675,0:00:02.358098,yes
109,0.807,0.507,0.004373333832178476,61.46,85.90,0:01:03.421367,0:00:02.351414,yes
110,0.791,0.513,0.004295493840312086,62.43,85.33,0:01:03.416285,0:00:02.345477,yes
111,0.796,0.503,0.004217827674798844,62.34,86.33,0:01:03.467989,0:00:02.347681,yes
112,0.801,0.519,0.00414035449860295,61.66,85.78,0:01:03.272546,0:00:02.321551,yes
113,0.792,0.518,0.004063093427071376,61.96,85.62,0:01:03.711123,0:00:02.457504,yes
114,0.792,0.492,0.003986063523217437,62.22,86.15,0:01:03.498820,0:00:02.340615,yes
115,0.773,0.484,0.003909283793017288,63.65,87.02,0:01:03.217948,0:00:02.341131,yes
116,0.790,0.491,0.0038327731807204714,62.21,86.10,0:01:03.117727,0:00:02.324400,yes
117,0.790,0.485,0.003756550564175725,61.94,86.96,0:01:03.169177,0:00:02.322084,yes
118,0.781,0.512,0.0036806347501731345,62.51,86.31,0:01:03.173538,0:00:02.325538,yes
119,0.781,0.483,0.003605044469803853,62.48,86.75,0:01:03.504058,0:00:02.324751,yes
120,0.777,0.499,0.00352979837383848,62.15,85.82,0:01:03.369919,0:00:02.321307,yes
121,0.767,0.468,0.0034549150281252636,63.00,87.41,0:01:03.324156,0:00:02.357840,yes
122,0.779,0.497,0.0033804129090092517,62.32,86.34,0:01:03.552699,0:00:02.323214,yes
123,0.768,0.471,0.003306310398773542,63.19,87.68,0:01:03.341173,0:00:02.345059,yes
124,0.773,0.492,0.003232625781103714,62.89,86.98,0:01:03.474863,0:00:02.321684,yes
125,0.774,0.492,0.0031593772365766104,62.46,86.64,0:01:03.526534,0:00:02.341077,yes
126,0.768,0.502,0.0030865828381745515,62.97,86.68,0:01:03.377164,0:00:02.343021,yes
127,0.765,0.510,0.0030142605468260956,63.12,86.27,0:01:03.480601,0:00:02.324526,yes
128,0.774,0.481,0.0029424282069744553,62.51,86.91,0:01:03.362536,0:00:02.325133,yes
129,0.765,0.493,0.002871103542174636,62.76,87.06,0:01:03.243871,0:00:02.327944,yes
130,0.758,0.482,0.0028003041507204235,63.29,87.06,0:01:03.101769,0:00:02.329174,yes
131,0.750,0.490,0.002730047501302266,64.14,86.44,0:01:03.438705,0:00:02.345871,yes
132,0.756,0.466,0.0026603509286971336,63.25,87.94,0:01:03.356256,0:00:02.361503,yes
133,0.747,0.468,0.0025912316294914224,63.91,87.05,0:01:03.496058,0:00:02.340053,yes
134,0.752,0.476,0.0025227066578379616,63.71,86.92,0:01:03.212075,0:00:02.333183,yes
135,0.748,0.478,0.0024547929212481432,63.78,86.78,0:01:03.186364,0:00:02.327951,yes
136,0.753,0.454,0.0023875071764202557,63.24,87.95,0:01:03.157058,0:00:02.343712,yes
137,0.747,0.475,0.0023208660251050153,63.34,87.66,0:01:03.153112,0:00:02.334104,yes
138,0.748,0.454,0.0022548859100093403,63.59,87.84,0:01:03.149356,0:00:02.323683,yes
139,0.739,0.465,0.0021895831107393462,64.09,87.59,0:01:03.131638,0:00:02.321772,yes
140,0.735,0.458,0.002124973739783607,64.37,87.23,0:01:03.396952,0:00:02.346200,yes
141,0.743,0.457,0.0020610737385376348,63.52,87.94,0:01:04.200330,0:00:02.349725,yes
142,0.741,0.471,0.0019978988733705804,63.58,87.68,0:01:03.408894,0:00:02.343604,yes
143,0.736,0.453,0.001935464731735117,64.00,87.73,0:01:03.424906,0:00:02.342520,yes
144,0.730,0.452,0.0018737867183214738,64.23,87.75,0:01:03.320820,0:00:02.339592,yes
145,0.737,0.451,0.001812880051256551,63.68,88.10,0:01:03.304178,0:00:02.362524,yes
146,0.740,0.449,0.001752759758349082,63.34,88.26,0:01:03.408731,0:00:02.341206,yes
147,0.722,0.451,0.0016934406733817413,64.31,87.93,0:01:03.384152,0:00:02.331677,yes
148,0.737,0.445,0.0016349374324511328,63.26,87.96,0:01:03.393061,0:00:02.347597,yes
149,0.733,0.465,0.0015772644703565563,63.93,87.81,0:01:03.384661,0:00:02.328427,yes
150,0.721,0.453,0.0015204360170384284,64.30,88.23,0:01:03.351577,0:00:02.341639,yes
151,0.722,0.463,0.0014644660940672626,64.44,88.11,0:01:03.358783,0:00:02.321969,yes
152,0.727,0.461,0.0014093685111840565,64.08,88.15,0:01:03.310366,0:00:02.326337,yes
153,0.724,0.468,0.0013551568628929432,63.92,88.10,0:01:03.467160,0:00:02.323290,yes
154,0.720,0.442,0.001301844525106951,64.03,88.89,0:01:03.255726,0:00:02.365752,yes
155,0.721,0.433,0.0012494446518477018,64.00,88.92,0:01:03.527545,0:00:02.362834,yes
156,0.718,0.447,0.0011979701719998452,64.16,88.55,0:01:03.419920,0:00:02.356165,yes
157,0.717,0.441,0.001147433786121054,64.22,88.76,0:01:03.414692,0:00:02.347375,yes
158,0.720,0.450,0.001097847963308352,63.74,88.47,0:01:03.368548,0:00:02.355551,yes
159,0.704,0.420,0.0010492249381215478,64.94,88.77,0:01:03.391281,0:00:02.345391,yes
160,0.714,0.447,0.001001576707564547,64.14,88.53,0:01:03.375818,0:00:02.346131,yes
161,0.702,0.431,0.0009549150281252633,64.99,88.71,0:01:03.332351,0:00:02.348109,yes
162,0.693,0.433,0.0009092514128748835,65.65,88.69,0:01:03.308961,0:00:02.325525,yes
163,0.703,0.436,0.0008645971286271914,64.74,88.87,0:01:03.184801,0:00:02.353468,yes
164,0.715,0.439,0.0008209631931586497,63.99,88.72,0:01:03.408179,0:00:02.338592,yes
165,0.703,0.435,0.0007783603724899257,64.54,88.46,0:01:03.125461,0:00:02.344970,yes
166,0.699,0.415,0.0007367991782295402,64.70,89.22,0:01:03.340523,0:00:02.368964,yes
167,0.699,0.429,0.0006962898649802812,64.72,89.09,0:01:03.380861,0:00:02.349441,yes
168,0.689,0.410,0.0006568424278090434,65.32,89.46,0:01:04.220678,0:00:02.357221,yes
169,0.681,0.427,0.0006184665997806821,65.99,89.44,0:01:03.387050,0:00:02.325208,yes
170,0.696,0.426,0.0005811718495565327,64.95,89.04,0:01:03.135269,0:00:02.344514,yes
171,0.692,0.414,0.0005449673790581611,64.96,89.43,0:01:03.299353,0:00:02.326097,yes
172,0.689,0.425,0.0005098621211969223,64.95,89.16,0:01:03.102393,0:00:02.322732,yes
173,0.696,0.410,0.0004758647376699032,64.63,89.42,0:01:03.120516,0:00:02.328937,yes
174,0.695,0.413,0.00044298361682277464,64.60,89.52,0:01:03.520998,0:00:02.368025,yes
175,0.689,0.417,0.0004112268715800954,64.87,89.31,0:01:03.407454,0:00:02.327696,yes
176,0.678,0.414,0.0003806023374435674,65.62,89.72,0:01:03.446727,0:00:02.341940,yes
177,0.693,0.418,0.00035111757055874323,64.64,89.61,0:01:03.661385,0:00:02.348630,yes
178,0.693,0.421,0.0003227798458506631,64.65,89.36,0:01:03.509637,0:00:02.346896,yes
179,0.685,0.403,0.0002955961552288727,64.89,89.81,0:01:03.473576,0:00:02.361428,yes
180,0.676,0.415,0.00026957320586227347,65.51,89.52,0:01:03.524356,0:00:02.350724,yes
181,0.692,0.412,0.0002447174185242323,64.09,89.56,0:01:03.600312,0:00:02.323889,yes
182,0.675,0.428,0.00022103492600834934,65.68,89.12,0:01:03.280464,0:00:02.324424,yes
183,0.684,0.421,0.0001985315716152852,64.97,89.34,0:01:03.176345,0:00:02.345876,yes
184,0.676,0.412,0.00017721290771101014,65.58,89.65,0:01:03.420410,0:00:02.340873,yes
185,0.687,0.402,0.00015708419435684514,64.41,89.68,0:01:03.375297,0:00:02.344552,yes
186,0.681,0.419,0.0001381503980116172,65.07,89.61,0:01:03.278893,0:00:02.323693,yes
187,0.670,0.414,0.00012041619030626336,65.86,89.47,0:01:03.126046,0:00:02.323362,yes
188,0.673,0.418,0.00010388594689117068,65.39,89.58,0:01:03.085257,0:00:02.325279,yes
189,0.666,0.397,8.856374635655638e-05,66.01,89.93,0:01:03.105464,0:00:02.337118,yes
190,0.682,0.408,7.445336922613064e-05,64.66,89.84,0:01:03.112142,0:00:02.323014,yes
191,0.667,0.411,6.155829702431169e-05,65.94,89.69,0:01:03.135362,0:00:02.324692,yes
192,0.680,0.418,4.988171141721231e-05,64.88,89.65,0:01:03.121412,0:00:02.321782,yes
193,0.670,0.407,3.9426493427611173e-05,65.87,89.84,0:01:03.130517,0:00:02.323608,yes
194,0.672,0.413,3.0195222724102018e-05,65.49,89.75,0:01:03.135069,0:00:02.340759,yes
195,0.667,0.407,2.2190176984600013e-05,65.99,89.93,0:01:03.485225,0:00:02.470393,yes
196,0.673,0.409,1.5413331334360176e-05,65.45,89.72,0:01:03.873702,0:00:02.324878,yes
197,0.667,0.408,9.866357858642203e-06,65.79,89.84,0:01:03.159127,0:00:02.343798,yes
198,0.663,0.404,5.5506251901504804e-06,66.28,89.87,0:01:03.357773,0:00:02.343028,yes
199,0.672,0.412,2.467198171341999e-06,65.25,89.77,0:01:03.240788,0:00:02.326137,yes
200,0.666,0.422,6.168375916970613e-07,65.89,89.59,0:01:03.277636,0:00:02.324978,yes
