epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time
154,0.371,0.396,0.001301844525106951,89.41,89.07,0:01:03.184916,0:00:02.293423
155,0.369,0.393,0.0012494446518477018,89.48,89.02,0:01:03.112891,0:00:02.309087
156,0.366,0.393,0.0011979701719998452,89.81,89.23,0:01:03.001622,0:00:02.318805
157,0.364,0.400,0.001147433786121054,89.82,88.85,0:01:03.123636,0:00:02.310009
158,0.361,0.398,0.001097847963308352,89.84,89.10,0:01:03.272422,0:00:02.311419
159,0.359,0.388,0.0010492249381215478,89.99,89.11,0:01:04.018049,0:00:02.293812
160,0.355,0.398,0.001001576707564547,90.11,89.06,0:01:03.293208,0:00:02.309567
161,0.358,0.391,0.0009549150281252633,90.01,89.17,0:01:03.216784,0:00:02.308349
162,0.355,0.402,0.0009092514128748835,90.32,88.86,0:01:03.297979,0:00:02.310181
163,0.358,0.394,0.0008645971286271914,89.96,89.43,0:01:03.197934,0:00:02.314510
164,0.348,0.386,0.0008209631931586497,90.31,89.47,0:01:03.277626,0:00:02.325285
165,0.347,0.387,0.0007783603724899257,90.68,89.41,0:01:03.235304,0:00:02.290344
166,0.344,0.387,0.0007367991782295402,90.57,89.54,0:01:03.465339,0:00:02.298290
167,0.349,0.391,0.0006962898649802812,90.46,89.35,0:01:03.326792,0:00:02.289214
168,0.343,0.384,0.0006568424278090434,90.79,89.72,0:01:03.218864,0:00:02.300621
169,0.343,0.379,0.0006184665997806821,90.56,89.57,0:01:03.259614,0:00:02.289365
170,0.338,0.378,0.0005811718495565327,90.72,90.02,0:01:03.382237,0:00:02.320942
171,0.338,0.378,0.0005449673790581611,90.73,89.96,0:01:03.337742,0:00:02.308775
172,0.339,0.381,0.0005098621211969223,90.78,89.75,0:01:03.466709,0:00:02.308431
173,0.336,0.378,0.0004758647376699032,90.84,89.73,0:01:03.224502,0:00:02.315383
174,0.329,0.380,0.00044298361682277464,91.21,89.59,0:01:03.304461,0:00:02.297287
175,0.333,0.377,0.0004112268715800954,90.93,89.92,0:01:02.895006,0:00:02.287635
176,0.331,0.380,0.0003806023374435674,91.04,89.77,0:01:03.121408,0:00:02.317967
177,0.329,0.380,0.00035111757055874323,91.17,89.81,0:01:03.320379,0:00:02.312816
178,0.328,0.375,0.0003227798458506631,91.28,89.81,0:01:03.492805,0:00:02.346057
179,0.327,0.374,0.0002955961552288727,91.22,89.94,0:01:03.502261,0:00:02.315059
180,0.324,0.377,0.00026957320586227347,91.43,89.98,0:01:03.393057,0:00:02.298960
181,0.324,0.369,0.0002447174185242323,91.25,90.13,0:01:02.934072,0:00:02.299489
182,0.323,0.374,0.00022103492600834934,91.24,89.95,0:01:03.191449,0:00:02.308704
183,0.323,0.372,0.0001985315716152852,91.51,90.01,0:01:03.023809,0:00:02.284373
184,0.320,0.370,0.00017721290771101014,91.58,90.19,0:01:03.140026,0:00:02.315528
185,0.319,0.374,0.00015708419435684514,91.51,89.92,0:01:03.242439,0:00:02.311090
186,0.321,0.373,0.0001381503980116172,91.42,89.96,0:01:03.362330,0:00:02.384011
187,0.317,0.371,0.00012041619030626336,91.79,89.96,0:01:03.664139,0:00:02.293726
188,0.318,0.370,0.00010388594689117068,91.48,90.14,0:01:03.004533,0:00:02.296680
189,0.318,0.372,8.856374635655638e-05,91.60,90.23,0:01:02.982794,0:00:02.303201
190,0.316,0.371,7.445336922613064e-05,91.59,90.30,0:01:03.033169,0:00:02.306658
191,0.316,0.372,6.155829702431169e-05,91.64,90.07,0:01:03.099434,0:00:02.306125
192,0.316,0.369,4.988171141721231e-05,91.68,90.18,0:01:03.432640,0:00:02.306926
193,0.314,0.370,3.9426493427611173e-05,91.75,90.21,0:01:03.433355,0:00:02.309726
194,0.315,0.371,3.0195222724102018e-05,91.61,90.28,0:01:03.328891,0:00:02.293393
195,0.315,0.371,2.2190176984600013e-05,91.75,90.05,0:01:03.277324,0:00:02.311392
196,0.314,0.370,1.5413331334360176e-05,91.76,90.21,0:01:03.741509,0:00:02.298642
197,0.315,0.368,9.866357858642203e-06,91.72,90.10,0:01:03.295198,0:00:02.295259
198,0.313,0.372,5.5506251901504804e-06,91.80,90.14,0:01:04.073302,0:00:02.295305
199,0.314,0.367,2.467198171341999e-06,91.73,90.15,0:01:03.804524,0:00:02.317739
200,0.312,0.368,6.168375916970613e-07,91.96,90.18,0:01:03.746214,0:00:02.330295
