epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
1,5.009,2.440,0.01,16.48,29.53,0:01:39.892554,0:00:06.368343,yes,yes
2,2.095,1.849,0.009997532801828659,23.17,32.36,0:01:39.701724,0:00:06.346066,yes,yes
3,2.067,1.856,0.00999013364214136,23.93,33.28,0:01:39.301652,0:00:06.340813,yes,yes
4,2.050,1.859,0.009977809823015401,24.90,34.15,0:01:39.293222,0:00:06.336441,yes,yes
5,2.043,1.805,0.009960573506572392,25.21,35.19,0:01:39.402196,0:00:06.338780,yes,yes
6,2.032,1.779,0.00993844170297569,25.95,36.46,0:01:39.402564,0:00:06.364455,yes,yes
7,2.010,1.762,0.009911436253643446,26.95,37.15,0:01:39.667254,0:00:06.468157,yes,yes
8,1.997,1.696,0.009879583809693738,27.62,39.14,0:01:39.909935,0:00:06.338161,yes,yes
9,1.998,1.705,0.009842915805643155,27.48,37.61,0:01:39.732620,0:00:06.253649,yes,yes
10,1.986,1.706,0.009801468428384716,27.93,39.04,0:01:39.550543,0:00:06.236791,yes,yes
11,1.980,1.659,0.009755282581475767,28.26,41.02,0:01:39.642211,0:00:06.361409,yes,yes
12,1.965,1.663,0.009704403844771127,29.26,39.58,0:01:39.526274,0:00:06.246739,yes,yes
13,1.963,1.646,0.009648882429441256,29.49,40.35,0:01:39.682118,0:00:06.244880,yes,yes
14,1.956,1.643,0.009588773128419903,29.61,41.33,0:01:39.689467,0:00:06.364348,yes,yes
15,1.939,1.607,0.009524135262330096,30.42,42.48,0:01:39.742923,0:00:06.350127,yes,yes
16,1.945,1.603,0.009455032620941838,30.11,42.49,0:01:39.519762,0:00:06.342512,yes,yes
17,1.933,1.634,0.009381533400219317,30.71,41.45,0:01:39.647136,0:00:06.230456,yes,yes
18,1.933,1.597,0.009303710135019717,30.93,42.58,0:01:39.508514,0:00:06.345666,yes,yes
19,1.930,1.606,0.009221639627510075,31.12,43.02,0:01:39.482164,0:00:06.349520,yes,yes
20,1.921,1.561,0.00913540287137281,31.65,45.14,0:01:39.479244,0:00:06.349208,yes,yes
