epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
1,2.557,6.278,0.05,14.32,11.13,0:01:38.314061,0:00:06.446526,yes,no
2,2.269,3.222,0.04999691581204152,16.80,15.90,0:01:38.049476,0:00:06.443198,yes,no
3,2.181,2.591,0.04998766400914329,18.54,14.53,0:01:37.948348,0:00:06.313891,yes,no
4,2.137,2.443,0.049972246874049255,20.33,13.12,0:01:37.949879,0:00:06.308655,yes,no
5,2.102,2.401,0.049950668210706796,21.84,16.42,0:01:37.990295,0:00:06.418717,yes,no
6,2.084,2.859,0.04992293334332821,22.76,13.09,0:01:37.888878,0:00:06.314367,yes,no
7,2.068,2.033,0.04988904911507701,23.24,24.49,0:01:37.855177,0:00:06.393550,yes,no
8,2.061,2.071,0.049849023886379504,23.74,23.17,0:01:37.812562,0:00:06.285586,yes,no
9,2.058,2.101,0.04980286753286196,24.15,20.95,0:01:37.807470,0:00:06.250180,yes,no
10,2.052,3.517,0.049750591442913945,24.38,15.23,0:01:37.788151,0:00:06.277736,yes,no
11,2.044,2.425,0.049692208514878454,24.97,16.89,0:01:37.874138,0:00:06.265580,yes,no
12,2.039,2.599,0.049627733153869355,25.02,13.29,0:01:37.597742,0:00:06.253847,yes,no
13,2.029,2.260,0.049557181268217225,25.32,16.25,0:01:37.472784,0:00:06.249569,yes,no
14,2.027,2.073,0.04948057026554415,25.43,21.96,0:01:37.443465,0:00:06.247008,yes,no
15,2.033,3.195,0.04939791904846869,25.28,14.78,0:01:37.464032,0:00:06.252659,yes,no
16,2.029,1.956,0.04930924800994192,25.48,26.58,0:01:38.172517,0:00:06.353838,yes,no
17,2.030,2.940,0.049214579028215785,25.46,14.90,0:01:37.479613,0:00:06.263455,yes,no
18,2.022,2.150,0.04911393546144496,25.77,19.22,0:01:37.650970,0:00:06.249384,yes,no
19,2.017,2.206,0.049007342141923586,26.17,23.04,0:01:37.479240,0:00:06.252308,yes,no
20,2.014,2.292,0.04889482536995826,26.09,20.41,0:01:37.742259,0:00:06.257535,yes,no
21,2.017,2.040,0.04877641290737885,26.00,24.75,0:01:37.774473,0:00:06.269825,yes,no
22,2.023,1.844,0.04865213397068864,26.05,32.48,0:01:37.703168,0:00:06.371565,yes,no
23,2.017,2.487,0.04852201922385564,26.10,17.93,0:01:37.762457,0:00:06.261880,yes,no
24,2.019,2.144,0.04838610077074669,26.09,24.24,0:01:37.777869,0:00:06.257112,yes,no
25,2.015,2.155,0.04824441214720629,26.36,20.56,0:01:37.747508,0:00:06.253392,yes,no
26,2.022,2.589,0.048096988312782175,26.43,17.33,0:01:37.729721,0:00:06.249175,yes,no
27,2.014,2.646,0.04794386564209953,26.40,19.99,0:01:37.876647,0:00:06.268529,yes,no
28,2.012,1.858,0.04778508191588613,26.53,29.78,0:01:37.794038,0:00:06.299668,yes,no
29,2.009,2.185,0.04762067631165049,26.53,21.81,0:01:37.741081,0:00:06.270524,yes,no
30,2.013,2.174,0.047450689394015394,26.38,23.42,0:01:37.597638,0:00:06.255732,yes,no
31,2.011,2.012,0.0472751631047092,26.67,22.70,0:01:37.519603,0:00:06.254107,yes,no
32,2.014,2.186,0.04709414075221735,26.21,22.09,0:01:37.535598,0:00:06.265050,yes,no
33,2.012,2.254,0.046907667001096595,26.61,20.53,0:01:38.374298,0:00:06.272887,yes,no
34,2.010,2.203,0.04671578786095479,26.72,25.24,0:01:37.568123,0:00:06.244531,yes,no
35,2.011,2.265,0.0465185506750986,26.73,19.97,0:01:37.428185,0:00:06.244525,yes,no
36,2.008,2.736,0.04631600410885232,26.80,14.47,0:01:37.490299,0:00:06.266110,yes,no
37,2.013,2.126,0.04610819813755039,26.65,22.69,0:01:37.519028,0:00:06.251157,yes,no
38,2.007,2.355,0.045895184034206775,26.59,18.92,0:01:37.469839,0:00:06.251196,yes,no
39,2.000,2.113,0.04567701435686406,27.08,23.36,0:01:37.502284,0:00:06.263678,yes,no
40,2.005,4.989,0.0454537429356256,26.79,10.73,0:01:37.472075,0:00:06.246452,yes,no
41,2.008,1.993,0.045225424859373704,26.93,25.06,0:01:37.645389,0:00:06.272735,yes,no
42,2.005,2.187,0.04499211646217729,27.08,23.72,0:01:37.800370,0:00:06.272917,yes,no
43,2.009,2.099,0.044753875309392274,26.71,22.44,0:01:37.730854,0:00:06.253492,yes,no
44,2.001,1.750,0.044510760183458266,26.78,35.23,0:01:37.871537,0:00:06.362641,yes,no
45,2.005,2.642,0.044262831069394756,27.15,20.95,0:01:37.765784,0:00:06.246212,yes,no
46,2.000,2.557,0.0440101491400008,27.22,15.04,0:01:37.790009,0:00:06.270584,yes,no
47,2.001,2.467,0.043752776740761515,27.08,19.56,0:01:37.689515,0:00:06.255966,yes,no
48,2.002,2.795,0.04349077737446526,27.04,16.66,0:01:37.668300,0:00:06.265538,yes,no
49,2.002,2.203,0.043224215685535305,27.00,19.82,0:01:37.692165,0:00:06.268340,yes,no
50,1.994,2.157,0.04295315744407974,27.44,23.58,0:01:38.474430,0:00:06.409484,yes,no
51,2.002,2.188,0.0426776695296637,27.17,20.71,0:01:37.707768,0:00:06.242626,yes,no
52,1.991,2.188,0.04239781991480787,27.58,22.26,0:01:37.413720,0:00:06.249389,yes,no
53,1.992,2.414,0.04211367764821723,27.35,20.80,0:01:37.439368,0:00:06.248074,yes,no
54,1.993,1.774,0.04182531283774434,27.39,35.65,0:01:37.425277,0:00:06.357357,yes,no
55,2.002,2.357,0.041532796633091305,27.24,18.21,0:01:37.487522,0:00:06.249883,yes,no
56,1.996,2.242,0.0412362012082546,27.51,23.20,0:01:37.527118,0:00:06.270684,yes,no
57,1.992,2.333,0.04093559974371725,27.41,23.17,0:01:37.653835,0:00:06.256523,yes,no
