epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
96,1.196,1.068,6.155829702431174e-05,57.20,62.13,0:01:39.369500,0:00:06.252910,no,yes
97,1.198,1.064,3.94264934276112e-05,57.51,62.23,0:01:40.031184,0:00:06.252579,no,yes
98,1.197,1.065,2.2190176984600033e-05,57.21,62.38,0:01:39.389132,0:00:06.364526,no,yes
99,1.199,1.069,9.866357858642211e-06,57.23,62.04,0:01:39.439421,0:00:06.250551,no,yes
100,1.192,1.066,2.4671981713420015e-06,57.58,62.16,0:01:39.595380,0:00:06.272680,no,yes
101,1.202,1.067,0.0,57.19,62.00,0:01:39.464776,0:00:06.254169,no,yes
102,1.194,1.068,2.467198171342e-06,57.50,62.02,0:01:39.367814,0:00:06.244882,no,yes
103,1.188,1.069,9.866357858642205e-06,57.47,62.07,0:01:39.389713,0:00:06.256835,no,yes
104,1.197,1.068,2.2190176984600016e-05,57.56,61.97,0:01:39.382902,0:00:06.253024,no,yes
105,1.199,1.060,3.942649342761062e-05,57.43,62.43,0:01:39.458142,0:00:06.360733,no,yes
106,1.195,1.067,6.155829702431115e-05,57.23,62.34,0:01:39.623423,0:00:06.271018,no,yes
107,1.198,1.065,8.856374635655695e-05,57.38,61.97,0:01:39.631476,0:00:06.249556,no,yes
108,1.200,1.068,0.00012041619030626283,57.11,62.04,0:01:39.616317,0:00:06.303976,no,yes
109,1.199,1.066,0.00015708419435684406,57.28,62.18,0:01:39.618464,0:00:06.247450,no,yes
110,1.199,1.069,0.0001985315716152841,57.44,62.26,0:01:39.640425,0:00:06.262718,no,yes
111,1.201,1.070,0.00024471741852423175,57.23,62.00,0:01:39.493957,0:00:06.271473,no,yes
112,1.196,1.066,0.0002955961552288727,57.39,61.99,0:01:39.494857,0:00:06.271398,no,yes
113,1.201,1.066,0.00035111757055874263,57.21,61.99,0:01:39.507857,0:00:06.270066,no,yes
114,1.202,1.063,0.00041122687158009363,56.98,62.33,0:01:40.147374,0:00:06.265496,no,yes
115,1.201,1.072,0.00047586473766990145,57.26,61.72,0:01:39.529795,0:00:06.266593,no,yes
116,1.206,1.069,0.0005449673790581614,56.91,61.86,0:01:39.525341,0:00:06.265355,no,yes
117,1.205,1.070,0.0006184665997806824,57.02,61.83,0:01:39.514039,0:00:06.271247,no,yes
118,1.208,1.070,0.0006962898649802815,57.07,61.32,0:01:39.496360,0:00:06.265182,no,yes
119,1.206,1.070,0.0007783603724899239,57.10,61.69,0:01:39.528509,0:00:06.266593,no,yes
120,1.213,1.075,0.0008645971286271895,57.03,61.88,0:01:39.541397,0:00:06.266935,no,yes
121,1.214,1.091,0.0009549150281252608,56.71,60.69,0:01:39.362427,0:00:06.247832,no,yes
122,1.214,1.076,0.0010492249381215482,56.83,61.34,0:01:39.329359,0:00:06.261245,no,yes
123,1.213,1.080,0.0011474337861210535,56.78,61.05,0:01:39.557401,0:00:06.265845,no,yes
124,1.216,1.073,0.0012494446518477012,56.85,61.45,0:01:39.568428,0:00:06.246246,no,yes
125,1.220,1.098,0.0013551568628929408,56.44,60.56,0:01:39.599644,0:00:06.288542,no,yes
126,1.224,1.079,0.00146446609406726,56.36,61.51,0:01:39.562438,0:00:06.250545,no,yes
127,1.225,1.096,0.0015772644703565563,56.52,60.82,0:01:39.458735,0:00:06.247281,no,yes
128,1.228,1.088,0.0016934406733817395,56.16,61.07,0:01:39.442561,0:00:06.248383,no,yes
129,1.230,1.119,0.0018128800512565515,56.24,59.04,0:01:39.471263,0:00:06.268066,no,yes
130,1.228,1.092,0.0019354647317351167,56.27,60.71,0:01:39.498314,0:00:06.269842,no,yes
131,1.234,1.120,0.002061073738537633,55.91,59.54,0:01:40.080090,0:00:06.242771,no,yes
132,1.237,1.120,0.0021895831107393445,55.70,60.21,0:01:39.287733,0:00:06.249218,no,yes
133,1.238,1.117,0.0023208660251050174,55.62,60.09,0:01:39.196709,0:00:06.253499,no,yes
134,1.239,1.102,0.0024547929212481432,55.85,60.19,0:01:39.291270,0:00:06.251129,no,yes
135,1.245,1.123,0.0025912316294914224,55.48,59.75,0:01:39.207447,0:00:06.246254,no,yes
136,1.246,1.113,0.0027300475013022634,55.37,60.23,0:01:39.256880,0:00:06.253528,no,yes
137,1.251,1.126,0.002871103542174637,55.46,59.75,0:01:39.249209,0:00:06.243159,no,yes
138,1.249,1.157,0.0030142605468260965,55.49,58.29,0:01:39.294431,0:00:06.251221,no,yes
139,1.251,1.120,0.0031593772365766087,55.48,59.84,0:01:39.344504,0:00:06.263208,no,yes
140,1.253,1.130,0.003306310398773541,55.27,59.52,0:01:39.689546,0:00:06.250467,no,yes
141,1.256,1.145,0.0034549150281252597,54.85,58.66,0:01:39.524602,0:00:06.248908,no,yes
142,1.256,1.115,0.00360504446980385,54.98,59.92,0:01:39.570359,0:00:06.267735,no,yes
143,1.259,1.201,0.003756550564175726,55.09,56.99,0:01:39.567151,0:00:06.315433,no,yes
144,1.264,1.178,0.003909283793017286,54.79,57.60,0:01:39.533088,0:00:06.245415,no,yes
145,1.262,1.131,0.004063093427071375,54.94,59.71,0:01:39.239223,0:00:06.248177,no,yes
146,1.265,1.161,0.004217827674798843,54.66,58.46,0:01:39.218761,0:00:06.243947,no,yes
147,1.269,1.214,0.004373333832178475,54.58,56.73,0:01:39.250477,0:00:06.245503,no,yes
148,1.269,1.201,0.004529458433407427,54.64,57.27,0:01:39.921264,0:00:06.264052,no,yes
149,1.271,1.174,0.0046860474023534306,54.58,58.22,0:01:39.532322,0:00:06.268162,no,yes
150,1.268,1.108,0.004842946204609355,54.48,59.93,0:01:39.240536,0:00:06.245427,no,yes
151,1.273,1.125,0.004999999999999996,54.53,59.72,0:01:39.246601,0:00:06.250713,no,yes
152,1.274,1.163,0.005157053795390636,54.37,58.48,0:01:39.264130,0:00:06.269030,no,yes
153,1.276,1.144,0.005313952597646561,54.16,59.30,0:01:39.562775,0:00:06.270057,no,yes
154,1.279,1.158,0.0054705415665925695,54.10,58.46,0:01:39.335682,0:00:06.255401,no,yes
155,1.273,1.174,0.005626666167821518,54.44,57.99,0:01:39.459270,0:00:06.263213,no,yes
156,1.276,1.196,0.00578217232520115,54.50,57.69,0:01:39.625308,0:00:06.272850,no,yes
157,1.283,1.224,0.005936906572928619,54.28,55.61,0:01:39.645066,0:00:06.274610,no,yes
158,1.270,1.130,0.006090716206982708,54.62,59.65,0:01:39.520199,0:00:06.247485,no,yes
159,1.280,1.211,0.006243449435824272,54.33,56.93,0:01:39.501954,0:00:06.247717,no,yes
160,1.281,1.145,0.006394955530196143,53.90,58.59,0:01:39.652481,0:00:06.309291,no,yes
161,1.276,1.158,0.006545084971874733,54.42,58.27,0:01:39.426634,0:00:06.268851,no,yes
162,1.281,1.170,0.006693689601226452,54.25,58.17,0:01:39.541069,0:00:06.265876,no,yes
163,1.285,1.161,0.006840622763423384,54.03,57.94,0:01:39.510593,0:00:06.264336,no,yes
164,1.283,1.177,0.006985739453173896,53.97,57.38,0:01:39.517845,0:00:06.262827,no,yes
165,1.286,1.121,0.007128896457825356,53.85,59.90,0:01:40.112012,0:00:06.253500,no,yes
166,1.285,1.190,0.007269952498697725,53.95,57.21,0:01:39.282072,0:00:06.250892,no,yes
167,1.282,1.162,0.007408768370508575,53.99,58.08,0:01:39.297381,0:00:06.279519,no,yes
168,1.284,1.214,0.007545207078751855,54.25,56.70,0:01:39.545378,0:00:06.269233,no,yes
169,1.285,1.373,0.007679133974894981,54.17,52.40,0:01:39.505224,0:00:06.264110,no,yes
170,1.283,1.133,0.00781041688926065,54.10,59.51,0:01:39.509370,0:00:06.265297,no,yes
171,1.282,1.149,0.007938926261462361,54.19,58.65,0:01:39.532726,0:00:06.271194,no,yes
172,1.289,1.177,0.008064535268264877,54.00,57.45,0:01:39.250365,0:00:06.241823,no,yes
173,1.285,1.197,0.008187119948743443,53.91,57.43,0:01:39.431390,0:00:06.267817,no,yes
174,1.288,1.132,0.008306559326618253,53.70,59.18,0:01:39.600554,0:00:06.279314,no,yes
175,1.286,1.123,0.008422735529643434,53.83,59.17,0:01:39.542207,0:00:06.250959,no,yes
176,1.290,1.161,0.008535533905932728,53.70,58.50,0:01:39.549767,0:00:06.251753,no,yes
177,1.293,1.180,0.00864484313710705,53.97,57.13,0:01:39.540290,0:00:06.297750,no,yes
178,1.283,1.190,0.008750555348152292,53.84,57.01,0:01:39.521659,0:00:06.269649,no,yes
179,1.290,1.228,0.008852566213878942,53.97,55.54,0:01:39.474055,0:00:06.263683,no,yes
180,1.288,1.232,0.008950775061878446,53.61,56.18,0:01:39.495185,0:00:06.262946,no,yes
181,1.285,1.209,0.009045084971874734,54.20,56.77,0:01:39.482889,0:00:06.268865,no,yes
182,1.287,1.122,0.009135402871372805,53.95,59.25,0:01:40.076176,0:00:06.256183,no,yes
183,1.284,1.162,0.009221639627510072,53.96,57.79,0:01:39.278083,0:00:06.249206,no,yes
184,1.284,1.152,0.009303710135019714,53.95,58.63,0:01:39.319081,0:00:06.248060,no,yes
185,1.289,1.113,0.009381533400219313,53.66,60.26,0:01:39.277003,0:00:06.251307,no,yes
186,1.288,1.211,0.009455032620941837,53.96,56.90,0:01:39.474843,0:00:06.262803,no,yes
187,1.284,1.153,0.009524135262330095,53.71,58.32,0:01:39.544775,0:00:06.269966,no,yes
188,1.286,1.178,0.009588773128419905,53.76,57.73,0:01:39.512779,0:00:06.269757,no,yes
189,1.282,1.299,0.009648882429441254,54.00,54.39,0:01:39.510059,0:00:06.266673,no,yes
190,1.287,1.123,0.009704403844771125,53.92,59.56,0:01:39.604510,0:00:06.301306,no,yes
191,1.287,1.178,0.009755282581475766,53.92,57.09,0:01:39.591831,0:00:06.279419,no,yes
192,1.285,1.159,0.009801468428384712,54.00,58.63,0:01:39.604651,0:00:06.248887,no,yes
193,1.290,1.195,0.009842915805643154,53.75,56.79,0:01:39.532407,0:00:06.246533,no,yes
194,1.290,1.186,0.009879583809693735,53.84,57.33,0:01:39.508066,0:00:06.254211,no,yes
195,1.284,1.147,0.009911436253643444,53.81,58.95,0:01:39.678877,0:00:06.259011,no,yes
196,1.288,1.194,0.009938441702975689,53.87,56.94,0:01:39.538473,0:00:06.267782,no,yes
197,1.296,1.215,0.009960573506572389,53.63,56.92,0:01:39.500724,0:00:06.259523,no,yes
198,1.287,1.172,0.0099778098230154,53.87,57.35,0:01:39.523868,0:00:06.265743,no,yes
199,1.284,1.155,0.009990133642141357,54.00,58.21,0:01:40.146125,0:00:06.270951,no,yes
200,1.281,1.185,0.009997532801828657,53.88,57.36,0:01:39.405693,0:00:06.247208,no,yes
