epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
64,1.346,1.215,0.007745114089990651,51.65,55.66,0:01:39.385165,0:00:06.249889,no,yes
65,1.341,1.233,0.007679133974894975,51.77,55.39,0:01:39.661967,0:00:06.226982,no,yes
66,1.340,1.234,0.007612492823579737,51.93,55.20,0:01:39.113312,0:00:06.214591,no,yes
67,1.340,1.211,0.00754520707875185,51.78,55.85,0:01:38.982349,0:00:06.514072,no,yes
68,1.335,1.183,0.007477293342162032,52.07,57.49,0:01:39.043188,0:00:06.515250,no,yes
69,1.338,1.203,0.00740876837050857,52.03,56.86,0:01:39.328349,0:00:06.229057,no,yes
70,1.330,1.221,0.007339649071302861,52.45,56.08,0:01:39.370885,0:00:06.242991,no,yes
71,1.329,1.191,0.007269952498697728,52.19,56.90,0:01:39.363940,0:00:06.230196,no,yes
72,1.327,1.169,0.007199695849279568,52.34,57.77,0:01:39.348184,0:00:06.514336,no,yes
73,1.323,1.233,0.0071288964578253575,52.58,55.67,0:01:39.305323,0:00:06.247605,no,yes
74,1.318,1.223,0.007057571793025539,52.61,56.06,0:01:39.203980,0:00:06.232115,no,yes
75,1.317,1.202,0.006985739453173897,52.79,56.48,0:01:38.999936,0:00:06.212443,no,yes
76,1.320,1.214,0.006913417161825444,52.86,55.46,0:01:39.062009,0:00:06.211957,no,yes
77,1.318,1.217,0.0068406227634233855,52.83,56.92,0:01:39.100740,0:00:06.239976,no,yes
78,1.319,1.220,0.006767374218896281,52.69,55.84,0:01:39.308431,0:00:06.213615,no,yes
79,1.310,1.231,0.006693689601226453,53.15,55.99,0:01:39.410062,0:00:06.217856,no,yes
80,1.313,1.163,0.006619587090990743,52.84,57.38,0:01:39.419367,0:00:06.267900,no,yes
81,1.310,1.178,0.006545084971874733,53.03,57.29,0:01:39.388258,0:00:06.221538,no,yes
82,1.307,1.208,0.006470201626161516,53.13,56.58,0:01:39.582875,0:00:06.242681,no,yes
83,1.306,1.200,0.006394955530196143,53.16,56.96,0:01:39.406899,0:00:06.233875,no,yes
84,1.301,1.182,0.00631936524982686,53.49,57.18,0:01:39.369123,0:00:06.240922,no,yes
85,1.301,1.150,0.00624344943582427,53.36,58.35,0:01:39.273877,0:00:06.506052,no,yes
86,1.301,1.185,0.006167226819279525,53.43,57.76,0:01:39.123450,0:00:06.222060,no,yes
87,1.295,1.183,0.006090716206982711,53.77,56.80,0:01:39.112955,0:00:06.221041,no,yes
88,1.296,1.238,0.006013936476782561,53.96,55.63,0:01:39.123018,0:00:06.216996,no,yes
89,1.295,1.185,0.005936906572928622,53.56,57.51,0:01:39.122092,0:00:06.226805,no,yes
90,1.296,1.245,0.005859645501397045,53.58,54.94,0:01:39.098350,0:00:06.221211,no,yes
91,1.288,1.185,0.005782172325201152,53.96,57.16,0:01:39.039325,0:00:06.215540,no,yes
